"datadate","gvkey","iid","prccd"
"2018-02-08 00:00:00","064768","01","1350.50000000"
"2018-02-07 00:00:00","001690","01","159.54000000"
"2018-02-07 00:00:00","064768","01","1416.78000000"
"2018-02-06 00:00:00","001690","01","163.03000000"
"2018-02-06 00:00:00","064768","01","1442.84000000"
"2018-02-05 00:00:00","001690","01","156.49000000"
"2018-02-05 00:00:00","064768","01","1390.00000000"
"2018-02-02 00:00:00","064768","01","1429.95000000"
"2018-02-02 00:00:00","001690","01","160.50000000"
"2018-02-01 00:00:00","001690","01","167.78000000"
"2018-02-01 00:00:00","064768","01","1390.00000000"
"2018-01-31 00:00:00","001690","01","167.43000000"
"2018-01-31 00:00:00","064768","01","1450.89000000"
"2018-01-30 00:00:00","064768","01","1437.82000000"
"2018-01-30 00:00:00","001690","01","166.97000000"
"2018-01-29 00:00:00","064768","01","1417.68000000"
"2018-01-29 00:00:00","001690","01","167.96000000"
"2018-01-26 00:00:00","064768","01","1402.05000000"
"2018-01-26 00:00:00","001690","01","171.51000000"
"2018-01-25 00:00:00","001690","01","171.11000000"
"2018-01-25 00:00:00","064768","01","1377.95000000"
"2018-01-24 00:00:00","001690","01","174.22000000"
"2018-01-24 00:00:00","064768","01","1357.51000000"
"2018-01-23 00:00:00","064768","01","1362.54000000"
"2018-01-23 00:00:00","001690","01","177.04000000"
"2018-01-22 00:00:00","001690","01","177.00000000"
"2018-01-22 00:00:00","064768","01","1327.31000000"
"2018-01-19 00:00:00","001690","01","178.46000000"
"2018-01-19 00:00:00","064768","01","1294.58000000"
"2018-01-18 00:00:00","001690","01","179.26000000"
"2018-01-18 00:00:00","064768","01","1293.32000000"
"2018-01-17 00:00:00","001690","01","179.10000000"
"2018-01-17 00:00:00","064768","01","1295.00000000"
"2018-01-16 00:00:00","064768","01","1304.86000000"
"2018-01-16 00:00:00","001690","01","176.19000000"
"2018-01-12 00:00:00","001690","01","177.09000000"
"2018-01-12 00:00:00","064768","01","1305.20000000"
"2018-01-11 00:00:00","064768","01","1276.68000000"
"2018-01-11 00:00:00","001690","01","175.28000000"
"2018-01-10 00:00:00","001690","01","174.29000000"
"2018-01-10 00:00:00","064768","01","1254.33000000"
"2018-01-09 00:00:00","064768","01","1252.70000000"
"2018-01-09 00:00:00","001690","01","174.33000000"
"2018-01-08 00:00:00","064768","01","1246.87000000"
"2018-01-08 00:00:00","001690","01","174.35000000"
"2018-01-05 00:00:00","001690","01","175.00000000"
"2018-01-05 00:00:00","064768","01","1229.14000000"
"2018-01-04 00:00:00","001690","01","173.03000000"
"2018-01-04 00:00:00","064768","01","1209.59000000"
"2018-01-03 00:00:00","064768","01","1204.20000000"
"2018-01-03 00:00:00","001690","01","172.23000000"
"2018-01-02 00:00:00","001690","01","172.26000000"
"2018-01-02 00:00:00","064768","01","1189.01000000"
"2017-12-29 00:00:00","064768","01","1169.47000000"
"2017-12-29 00:00:00","001690","01","169.23000000"
"2017-12-28 00:00:00","064768","01","1186.10000000"
"2017-12-28 00:00:00","001690","01","171.08000000"
"2017-12-27 00:00:00","064768","01","1182.26000000"
"2017-12-27 00:00:00","001690","01","170.60000000"
"2017-12-26 00:00:00","064768","01","1176.76000000"
"2017-12-26 00:00:00","001690","01","170.57000000"
"2017-12-22 00:00:00","001690","01","175.01000000"
"2017-12-22 00:00:00","064768","01","1168.36000000"
"2017-12-21 00:00:00","064768","01","1174.76000000"
"2017-12-21 00:00:00","001690","01","175.01000000"
"2017-12-20 00:00:00","001690","01","174.35000000"
"2017-12-20 00:00:00","064768","01","1177.62000000"
"2017-12-19 00:00:00","001690","01","174.54000000"
"2017-12-19 00:00:00","064768","01","1187.38000000"
"2017-12-18 00:00:00","001690","01","176.42000000"
"2017-12-18 00:00:00","064768","01","1190.58000000"
"2017-12-15 00:00:00","001690","01","173.97000000"
"2017-12-15 00:00:00","064768","01","1179.14000000"
"2017-12-14 00:00:00","064768","01","1174.26000000"
"2017-12-14 00:00:00","001690","01","172.22000000"
"2017-12-13 00:00:00","064768","01","1164.13000000"
"2017-12-13 00:00:00","001690","01","172.27000000"
"2017-12-12 00:00:00","001690","01","171.70000000"
"2017-12-12 00:00:00","064768","01","1165.08000000"
"2017-12-11 00:00:00","001690","01","172.67000000"
"2017-12-11 00:00:00","064768","01","1168.92000000"
"2017-12-08 00:00:00","001690","01","169.37000000"
"2017-12-08 00:00:00","064768","01","1162.00000000"
"2017-12-07 00:00:00","064768","01","1159.79000000"
"2017-12-07 00:00:00","001690","01","169.32000000"
"2017-12-06 00:00:00","001690","01","169.01000000"
"2017-12-06 00:00:00","064768","01","1152.35000000"
"2017-12-05 00:00:00","064768","01","1141.57000000"
"2017-12-05 00:00:00","001690","01","169.64000000"
"2017-12-04 00:00:00","001690","01","169.80000000"
"2017-12-04 00:00:00","064768","01","1133.95000000"
"2017-12-01 00:00:00","001690","01","171.05000000"
"2017-12-01 00:00:00","064768","01","1162.35000000"
"2017-11-30 00:00:00","001690","01","171.85000000"
"2017-11-30 00:00:00","064768","01","1176.75000000"
"2017-11-29 00:00:00","064768","01","1161.27000000"
"2017-11-29 00:00:00","001690","01","169.48000000"
"2017-11-28 00:00:00","064768","01","1193.60000000"
"2017-11-28 00:00:00","001690","01","173.07000000"
"2017-11-27 00:00:00","064768","01","1195.83000000"
"2017-11-27 00:00:00","001690","01","174.09000000"
"2017-11-24 00:00:00","064768","01","1186.00000000"
"2017-11-24 00:00:00","001690","01","174.97000000"
"2017-11-22 00:00:00","001690","01","174.96000000"
"2017-11-22 00:00:00","064768","01","1156.16000000"
"2017-11-21 00:00:00","064768","01","1139.49000000"
"2017-11-21 00:00:00","001690","01","173.14000000"
"2017-11-20 00:00:00","001690","01","169.98000000"
"2017-11-20 00:00:00","064768","01","1126.31000000"
"2017-11-17 00:00:00","001690","01","170.15000000"
"2017-11-17 00:00:00","064768","01","1129.88000000"
"2017-11-16 00:00:00","064768","01","1137.29000000"
"2017-11-16 00:00:00","001690","01","171.10000000"
"2017-11-15 00:00:00","064768","01","1126.69000000"
"2017-11-15 00:00:00","001690","01","169.08000000"
"2017-11-14 00:00:00","001690","01","171.34000000"
"2017-11-14 00:00:00","064768","01","1136.84000000"
"2017-11-13 00:00:00","064768","01","1129.17000000"
"2017-11-13 00:00:00","001690","01","173.97000000"
"2017-11-10 00:00:00","064768","01","1125.35000000"
"2017-11-10 00:00:00","001690","01","174.67000000"
"2017-11-09 00:00:00","001690","01","175.88000000"
"2017-11-09 00:00:00","064768","01","1129.13000000"
"2017-11-08 00:00:00","064768","01","1132.88000000"
"2017-11-08 00:00:00","001690","01","176.24000000"
"2017-11-07 00:00:00","064768","01","1123.17000000"
"2017-11-07 00:00:00","001690","01","174.81000000"
"2017-11-06 00:00:00","001690","01","174.25000000"
"2017-11-06 00:00:00","064768","01","1120.66000000"
"2017-11-03 00:00:00","001690","01","172.50000000"
"2017-11-03 00:00:00","064768","01","1111.60000000"
"2017-11-02 00:00:00","064768","01","1094.22000000"
"2017-11-02 00:00:00","001690","01","168.11000000"
"2017-11-01 00:00:00","001690","01","166.89000000"
"2017-11-01 00:00:00","064768","01","1103.68000000"
"2017-10-31 00:00:00","001690","01","169.04000000"
"2017-10-31 00:00:00","064768","01","1105.28000000"
"2017-10-30 00:00:00","001690","01","166.72000000"
"2017-10-30 00:00:00","064768","01","1110.85000000"
"2017-10-27 00:00:00","064768","01","1100.95000000"
"2017-10-27 00:00:00","001690","01","163.05000000"
"2017-10-26 00:00:00","064768","01","972.43000000"
"2017-10-26 00:00:00","001690","01","157.41000000"
"2017-10-25 00:00:00","064768","01","972.91000000"
"2017-10-25 00:00:00","001690","01","156.41000000"
"2017-10-24 00:00:00","064768","01","975.90000000"
"2017-10-24 00:00:00","001690","01","157.10000000"
"2017-10-23 00:00:00","064768","01","966.30000000"
"2017-10-23 00:00:00","001690","01","156.17000000"
"2017-10-20 00:00:00","064768","01","982.91000000"
"2017-10-20 00:00:00","001690","01","156.25000000"
"2017-10-19 00:00:00","001690","01","155.98000000"
"2017-10-19 00:00:00","064768","01","986.61000000"
"2017-10-18 00:00:00","001690","01","159.76000000"
"2017-10-18 00:00:00","064768","01","997.00000000"
"2017-10-17 00:00:00","001690","01","160.47000000"
"2017-10-17 00:00:00","064768","01","1009.13000000"
"2017-10-16 00:00:00","064768","01","1006.34000000"
"2017-10-16 00:00:00","001690","01","159.88000000"
"2017-10-13 00:00:00","001690","01","156.99000000"
"2017-10-13 00:00:00","064768","01","1002.94000000"
"2017-10-12 00:00:00","064768","01","1000.93000000"
"2017-10-12 00:00:00","001690","01","156.00000000"
"2017-10-11 00:00:00","064768","01","995.00000000"
"2017-10-11 00:00:00","001690","01","156.55000000"
"2017-10-10 00:00:00","001690","01","155.90000000"
"2017-10-10 00:00:00","064768","01","987.20000000"
"2017-10-09 00:00:00","001690","01","155.84000000"
"2017-10-09 00:00:00","064768","01","990.99000000"
"2017-10-06 00:00:00","001690","01","155.30000000"
"2017-10-06 00:00:00","064768","01","989.58000000"
"2017-10-05 00:00:00","001690","01","155.39000000"
"2017-10-05 00:00:00","064768","01","980.85000000"
"2017-10-04 00:00:00","064768","01","965.45000000"
"2017-10-04 00:00:00","001690","01","153.48000000"
"2017-10-03 00:00:00","001690","01","154.48000000"
"2017-10-03 00:00:00","064768","01","957.10000000"
"2017-10-02 00:00:00","064768","01","959.19000000"
"2017-10-02 00:00:00","001690","01","153.81000000"
"2017-09-29 00:00:00","001690","01","154.12000000"
"2017-09-29 00:00:00","064768","01","961.35000000"
"2017-09-28 00:00:00","064768","01","956.40000000"
"2017-09-28 00:00:00","001690","01","153.28000000"
"2017-09-27 00:00:00","001690","01","154.23000000"
"2017-09-27 00:00:00","064768","01","950.87000000"
"2017-09-26 00:00:00","064768","01","938.60000000"
"2017-09-26 00:00:00","001690","01","153.14000000"
"2017-09-25 00:00:00","001690","01","150.55000000"
"2017-09-25 00:00:00","064768","01","939.79000000"
"2017-09-22 00:00:00","064768","01","955.10000000"
"2017-09-22 00:00:00","001690","01","151.89000000"
"2017-09-21 00:00:00","001690","01","153.39000000"
"2017-09-21 00:00:00","064768","01","964.65000000"
"2017-09-20 00:00:00","001690","01","156.07000000"
"2017-09-20 00:00:00","064768","01","973.21000000"
"2017-09-19 00:00:00","064768","01","969.86000000"
"2017-09-19 00:00:00","001690","01","158.73000000"
"2017-09-18 00:00:00","064768","01","974.19000000"
"2017-09-18 00:00:00","001690","01","158.67000000"
"2017-09-15 00:00:00","064768","01","986.79000000"
"2017-09-15 00:00:00","001690","01","159.88000000"
"2017-09-14 00:00:00","001690","01","158.28000000"
"2017-09-14 00:00:00","064768","01","992.21000000"
"2017-09-13 00:00:00","001690","01","159.65000000"
"2017-09-13 00:00:00","064768","01","999.60000000"
"2017-09-12 00:00:00","001690","01","160.86000000"
"2017-09-12 00:00:00","064768","01","982.58000000"
"2017-09-11 00:00:00","001690","01","161.50000000"
"2017-09-11 00:00:00","064768","01","977.96000000"
"2017-09-08 00:00:00","064768","01","965.90000000"
"2017-09-08 00:00:00","001690","01","158.63000000"
"2017-09-07 00:00:00","064768","01","979.47000000"
"2017-09-07 00:00:00","001690","01","161.26000000"
"2017-09-06 00:00:00","064768","01","967.80000000"
"2017-09-06 00:00:00","001690","01","161.91000000"
"2017-09-05 00:00:00","064768","01","965.27000000"
"2017-09-05 00:00:00","001690","01","162.08000000"
"2017-09-01 00:00:00","064768","01","978.25000000"
"2017-09-01 00:00:00","001690","01","164.05000000"
"2017-08-31 00:00:00","064768","01","980.60000000"
"2017-08-31 00:00:00","001690","01","164.00000000"
"2017-08-30 00:00:00","001690","01","163.35000000"
"2017-08-30 00:00:00","064768","01","967.59000000"
"2017-08-29 00:00:00","064768","01","954.06000000"
"2017-08-29 00:00:00","001690","01","162.91000000"
"2017-08-28 00:00:00","064768","01","946.02000000"
"2017-08-28 00:00:00","001690","01","161.47000000"
"2017-08-25 00:00:00","001690","01","159.86000000"
"2017-08-25 00:00:00","064768","01","945.26000000"
"2017-08-24 00:00:00","064768","01","952.45000000"
"2017-08-24 00:00:00","001690","01","159.27000000"
"2017-08-23 00:00:00","001690","01","159.98000000"
"2017-08-23 00:00:00","064768","01","958.00000000"
"2017-08-22 00:00:00","064768","01","966.90000000"
"2017-08-22 00:00:00","001690","01","159.78000000"
"2017-08-21 00:00:00","001690","01","157.21000000"
"2017-08-21 00:00:00","064768","01","953.29000000"
"2017-08-18 00:00:00","064768","01","958.47000000"
"2017-08-18 00:00:00","001690","01","157.50000000"
"2017-08-17 00:00:00","001690","01","157.86000000"
"2017-08-17 00:00:00","064768","01","960.57000000"
"2017-08-16 00:00:00","064768","01","978.18000000"
"2017-08-16 00:00:00","001690","01","160.95000000"
"2017-08-15 00:00:00","064768","01","982.74000000"
"2017-08-15 00:00:00","001690","01","161.60000000"
"2017-08-14 00:00:00","001690","01","159.85000000"
"2017-08-14 00:00:00","064768","01","983.30000000"
"2017-08-11 00:00:00","001690","01","157.48000000"
"2017-08-11 00:00:00","064768","01","967.99000000"
"2017-08-10 00:00:00","001690","01","155.32000000"
"2017-08-10 00:00:00","064768","01","956.92000000"
"2017-08-09 00:00:00","001690","01","161.06000000"
"2017-08-09 00:00:00","064768","01","982.01000000"
"2017-08-08 00:00:00","064768","01","989.84000000"
"2017-08-08 00:00:00","001690","01","160.08000000"
"2017-08-07 00:00:00","001690","01","158.81000000"
"2017-08-07 00:00:00","064768","01","992.27000000"
"2017-08-04 00:00:00","001690","01","156.39000000"
"2017-08-04 00:00:00","064768","01","987.58000000"
"2017-08-03 00:00:00","064768","01","986.92000000"
"2017-08-03 00:00:00","001690","01","155.57000000"
"2017-08-02 00:00:00","064768","01","995.89000000"
"2017-08-02 00:00:00","001690","01","157.14000000"
"2017-08-01 00:00:00","001690","01","150.05000000"
"2017-08-01 00:00:00","064768","01","996.19000000"
"2017-07-31 00:00:00","001690","01","148.73000000"
"2017-07-31 00:00:00","064768","01","987.78000000"
"2017-07-28 00:00:00","064768","01","1020.04000000"
"2017-07-28 00:00:00","001690","01","149.50000000"
"2017-07-27 00:00:00","001690","01","150.56000000"
"2017-07-27 00:00:00","064768","01","1046.00000000"
"2017-07-26 00:00:00","064768","01","1052.80000000"
"2017-07-26 00:00:00","001690","01","153.46000000"
"2017-07-25 00:00:00","064768","01","1039.87000000"
"2017-07-25 00:00:00","001690","01","152.74000000"
"2017-07-24 00:00:00","001690","01","152.09000000"
"2017-07-24 00:00:00","064768","01","1038.95000000"
"2017-07-21 00:00:00","001690","01","150.27000000"
"2017-07-21 00:00:00","064768","01","1025.67000000"
"2017-07-20 00:00:00","001690","01","150.34000000"
"2017-07-20 00:00:00","064768","01","1028.70000000"
"2017-07-19 00:00:00","001690","01","151.02000000"
"2017-07-19 00:00:00","064768","01","1026.87000000"
"2017-07-18 00:00:00","064768","01","1024.45000000"
"2017-07-18 00:00:00","001690","01","150.08000000"
"2017-07-17 00:00:00","064768","01","1010.04000000"
"2017-07-17 00:00:00","001690","01","149.56000000"
"2017-07-14 00:00:00","064768","01","1001.81000000"
"2017-07-14 00:00:00","001690","01","149.04000000"
"2017-07-13 00:00:00","064768","01","1000.63000000"
"2017-07-13 00:00:00","001690","01","147.77000000"
"2017-07-12 00:00:00","001690","01","145.74000000"
"2017-07-12 00:00:00","064768","01","1006.51000000"
"2017-07-11 00:00:00","001690","01","145.53000000"
"2017-07-11 00:00:00","064768","01","994.13000000"
"2017-07-10 00:00:00","064768","01","996.47000000"
"2017-07-10 00:00:00","001690","01","145.06000000"
"2017-07-07 00:00:00","001690","01","144.18000000"
"2017-07-07 00:00:00","064768","01","978.76000000"
"2017-07-06 00:00:00","001690","01","142.73000000"
"2017-07-06 00:00:00","064768","01","965.14000000"
"2017-07-05 00:00:00","001690","01","144.09000000"
"2017-07-05 00:00:00","064768","01","971.40000000"
"2017-07-03 00:00:00","001690","01","143.50000000"
"2017-07-03 00:00:00","064768","01","953.66000000"
"2017-06-30 00:00:00","064768","01","968.00000000"
"2017-06-30 00:00:00","001690","01","144.02000000"
"2017-06-29 00:00:00","001690","01","143.68000000"
"2017-06-29 00:00:00","064768","01","975.93000000"
"2017-06-28 00:00:00","064768","01","990.33000000"
"2017-06-28 00:00:00","001690","01","145.83000000"
"2017-06-27 00:00:00","001690","01","143.73000000"
"2017-06-27 00:00:00","064768","01","976.78000000"
"2017-06-26 00:00:00","064768","01","993.98000000"
"2017-06-26 00:00:00","001690","01","145.82000000"
"2017-06-23 00:00:00","064768","01","1003.74000000"
"2017-06-23 00:00:00","001690","01","146.28000000"
"2017-06-22 00:00:00","001690","01","145.63000000"
"2017-06-22 00:00:00","064768","01","1001.30000000"
"2017-06-21 00:00:00","001690","01","145.87000000"
"2017-06-21 00:00:00","064768","01","1002.23000000"
"2017-06-20 00:00:00","064768","01","992.59000000"
"2017-06-20 00:00:00","001690","01","145.01000000"
"2017-06-19 00:00:00","001690","01","146.34000000"
"2017-06-19 00:00:00","064768","01","995.17000000"
"2017-06-16 00:00:00","064768","01","987.71000000"
"2017-06-16 00:00:00","001690","01","142.27000000"
"2017-06-15 00:00:00","064768","01","964.17000000"
"2017-06-15 00:00:00","001690","01","144.29000000"
"2017-06-14 00:00:00","064768","01","976.47000000"
"2017-06-14 00:00:00","001690","01","145.16000000"
"2017-06-13 00:00:00","064768","01","980.79000000"
"2017-06-13 00:00:00","001690","01","146.59000000"
"2017-06-12 00:00:00","001690","01","145.42000000"
"2017-06-12 00:00:00","064768","01","964.91000000"
"2017-06-09 00:00:00","064768","01","978.31000000"
"2017-06-09 00:00:00","001690","01","148.98000000"
"2017-06-08 00:00:00","001690","01","154.99000000"
"2017-06-08 00:00:00","064768","01","1010.27000000"
"2017-06-07 00:00:00","001690","01","155.37000000"
"2017-06-07 00:00:00","064768","01","1010.07000000"
"2017-06-06 00:00:00","001690","01","154.45000000"
"2017-06-06 00:00:00","064768","01","1003.00000000"
"2017-06-05 00:00:00","001690","01","153.93000000"
"2017-06-05 00:00:00","064768","01","1011.34000000"
"2017-06-02 00:00:00","064768","01","1006.73000000"
"2017-06-02 00:00:00","001690","01","155.45000000"
"2017-06-01 00:00:00","064768","01","995.95000000"
"2017-06-01 00:00:00","001690","01","153.18000000"
"2017-05-31 00:00:00","001690","01","152.76000000"
"2017-05-31 00:00:00","064768","01","994.62000000"
"2017-05-30 00:00:00","064768","01","996.70000000"
"2017-05-30 00:00:00","001690","01","153.67000000"
"2017-05-26 00:00:00","064768","01","995.78000000"
"2017-05-26 00:00:00","001690","01","153.61000000"
"2017-05-25 00:00:00","064768","01","993.38000000"
"2017-05-25 00:00:00","001690","01","153.87000000"
"2017-05-24 00:00:00","064768","01","980.35000000"
"2017-05-24 00:00:00","001690","01","153.34000000"
"2017-05-23 00:00:00","064768","01","971.54000000"
"2017-05-23 00:00:00","001690","01","153.80000000"
"2017-05-22 00:00:00","064768","01","970.67000000"
"2017-05-22 00:00:00","001690","01","153.99000000"
"2017-05-19 00:00:00","001690","01","153.06000000"
"2017-05-19 00:00:00","064768","01","959.84000000"
"2017-05-18 00:00:00","001690","01","152.54000000"
"2017-05-18 00:00:00","064768","01","958.49000000"
"2017-05-17 00:00:00","064768","01","944.76000000"
"2017-05-17 00:00:00","001690","01","150.25000000"
"2017-05-16 00:00:00","001690","01","155.47000000"
"2017-05-16 00:00:00","064768","01","966.07000000"
"2017-05-15 00:00:00","001690","01","155.70000000"
"2017-05-15 00:00:00","064768","01","957.97000000"
"2017-05-12 00:00:00","064768","01","961.35000000"
"2017-05-12 00:00:00","001690","01","156.10000000"
"2017-05-11 00:00:00","064768","01","947.62000000"
"2017-05-11 00:00:00","001690","01","153.95000000"
"2017-05-10 00:00:00","064768","01","948.95000000"
"2017-05-10 00:00:00","001690","01","153.26000000"
"2017-05-09 00:00:00","001690","01","153.99000000"
"2017-05-09 00:00:00","064768","01","952.82000000"
"2017-05-08 00:00:00","001690","01","153.01000000"
"2017-05-08 00:00:00","064768","01","949.04000000"
"2017-05-05 00:00:00","001690","01","148.96000000"
"2017-05-05 00:00:00","064768","01","934.15000000"
"2017-05-04 00:00:00","064768","01","937.53000000"
"2017-05-04 00:00:00","001690","01","146.53000000"
"2017-05-03 00:00:00","001690","01","147.06000000"
"2017-05-03 00:00:00","064768","01","941.03000000"
"2017-05-02 00:00:00","001690","01","147.51000000"
"2017-05-02 00:00:00","064768","01","946.94000000"
"2017-05-01 00:00:00","064768","01","948.23000000"
"2017-05-01 00:00:00","001690","01","146.58000000"
"2017-04-28 00:00:00","064768","01","924.99000000"
"2017-04-28 00:00:00","001690","01","143.65000000"
"2017-04-27 00:00:00","001690","01","143.79000000"
"2017-04-27 00:00:00","064768","01","918.38000000"
"2017-04-26 00:00:00","064768","01","909.29000000"
"2017-04-26 00:00:00","001690","01","143.68000000"
"2017-04-25 00:00:00","001690","01","144.53000000"
"2017-04-25 00:00:00","064768","01","907.62000000"
"2017-04-24 00:00:00","001690","01","143.64000000"
"2017-04-24 00:00:00","064768","01","907.41000000"
"2017-04-21 00:00:00","001690","01","142.27000000"
"2017-04-21 00:00:00","064768","01","898.53000000"
"2017-04-20 00:00:00","064768","01","902.06000000"
"2017-04-20 00:00:00","001690","01","142.44000000"
"2017-04-19 00:00:00","001690","01","140.68000000"
"2017-04-19 00:00:00","064768","01","899.20000000"
"2017-04-18 00:00:00","001690","01","141.20000000"
"2017-04-18 00:00:00","064768","01","903.78000000"
"2017-04-17 00:00:00","064768","01","901.99000000"
"2017-04-17 00:00:00","001690","01","141.83000000"
"2017-04-13 00:00:00","064768","01","884.67000000"
"2017-04-13 00:00:00","001690","01","141.05000000"
"2017-04-12 00:00:00","064768","01","896.23000000"
"2017-04-12 00:00:00","001690","01","141.80000000"
"2017-04-11 00:00:00","064768","01","902.36000000"
"2017-04-11 00:00:00","001690","01","141.63000000"
"2017-04-10 00:00:00","001690","01","143.17000000"
"2017-04-10 00:00:00","064768","01","907.04000000"
"2017-04-07 00:00:00","001690","01","143.34000000"
"2017-04-07 00:00:00","064768","01","894.88000000"
"2017-04-06 00:00:00","001690","01","143.66000000"
"2017-04-06 00:00:00","064768","01","898.28000000"
"2017-04-05 00:00:00","001690","01","144.02000000"
"2017-04-05 00:00:00","064768","01","909.28000000"
"2017-04-04 00:00:00","064768","01","906.83000000"
"2017-04-04 00:00:00","001690","01","144.77000000"
"2017-04-03 00:00:00","001690","01","143.70000000"
"2017-04-03 00:00:00","064768","01","891.51000000"
"2017-03-31 00:00:00","064768","01","886.54000000"
"2017-03-31 00:00:00","001690","01","143.66000000"
"2017-03-30 00:00:00","064768","01","876.34000000"
"2017-03-30 00:00:00","001690","01","143.93000000"
"2017-03-29 00:00:00","001690","01","144.12000000"
"2017-03-29 00:00:00","064768","01","874.32000000"
"2017-03-28 00:00:00","064768","01","856.00000000"
"2017-03-28 00:00:00","001690","01","143.80000000"
"2017-03-27 00:00:00","001690","01","140.88000000"
"2017-03-27 00:00:00","064768","01","846.82000000"
"2017-03-24 00:00:00","064768","01","845.61000000"
"2017-03-24 00:00:00","001690","01","140.64000000"
"2017-03-23 00:00:00","001690","01","140.92000000"
"2017-03-23 00:00:00","064768","01","847.38000000"
"2017-03-22 00:00:00","064768","01","848.06000000"
"2017-03-22 00:00:00","001690","01","141.42000000"
"2017-03-21 00:00:00","001690","01","139.84000000"
"2017-03-21 00:00:00","064768","01","843.20000000"
"2017-03-20 00:00:00","064768","01","856.97000000"
"2017-03-20 00:00:00","001690","01","141.46000000"
"2017-03-17 00:00:00","064768","01","852.31000000"
"2017-03-17 00:00:00","001690","01","139.99000000"
"2017-03-16 00:00:00","001690","01","140.69000000"
"2017-03-16 00:00:00","064768","01","853.42000000"
"2017-03-15 00:00:00","064768","01","852.97000000"
"2017-03-15 00:00:00","001690","01","140.46000000"
"2017-03-14 00:00:00","001690","01","138.99000000"
"2017-03-14 00:00:00","064768","01","852.53000000"
"2017-03-13 00:00:00","064768","01","854.59000000"
"2017-03-13 00:00:00","001690","01","139.20000000"
"2017-03-10 00:00:00","064768","01","852.46000000"
"2017-03-10 00:00:00","001690","01","139.14000000"
"2017-03-09 00:00:00","001690","01","138.68000000"
"2017-03-09 00:00:00","064768","01","853.00000000"
"2017-03-08 00:00:00","001690","01","139.00000000"
"2017-03-08 00:00:00","064768","01","850.50000000"
"2017-03-07 00:00:00","064768","01","846.02000000"
"2017-03-07 00:00:00","001690","01","139.52000000"
"2017-03-06 00:00:00","001690","01","139.34000000"
"2017-03-06 00:00:00","064768","01","846.61000000"
"2017-03-03 00:00:00","001690","01","139.78000000"
"2017-03-03 00:00:00","064768","01","849.88000000"
"2017-03-02 00:00:00","064768","01","848.91000000"
"2017-03-02 00:00:00","001690","01","138.96000000"
"2017-03-01 00:00:00","001690","01","139.79000000"
"2017-03-01 00:00:00","064768","01","853.08000000"
"2017-02-28 00:00:00","001690","01","136.99000000"
"2017-02-28 00:00:00","064768","01","845.04000000"
"2017-02-27 00:00:00","064768","01","848.64000000"
"2017-02-27 00:00:00","001690","01","136.93000000"
"2017-02-24 00:00:00","064768","01","845.24000000"
"2017-02-24 00:00:00","001690","01","136.66000000"
"2017-02-23 00:00:00","064768","01","852.19000000"
"2017-02-23 00:00:00","001690","01","136.53000000"
"2017-02-22 00:00:00","064768","01","855.61000000"
"2017-02-22 00:00:00","001690","01","137.11000000"
"2017-02-21 00:00:00","064768","01","856.44000000"
"2017-02-21 00:00:00","001690","01","136.70000000"
"2017-02-17 00:00:00","064768","01","845.07000000"
"2017-02-17 00:00:00","001690","01","135.72000000"
"2017-02-16 00:00:00","064768","01","844.14000000"
"2017-02-16 00:00:00","001690","01","135.34500000"
"2017-02-15 00:00:00","001690","01","135.51000000"
"2017-02-15 00:00:00","064768","01","842.70000000"
"2017-02-14 00:00:00","001690","01","135.02000000"
"2017-02-14 00:00:00","064768","01","836.39000000"
"2017-02-13 00:00:00","001690","01","133.29000000"
"2017-02-13 00:00:00","064768","01","836.53000000"
"2017-02-10 00:00:00","001690","01","132.12000000"
"2017-02-10 00:00:00","064768","01","827.46000000"
"2017-02-09 00:00:00","001690","01","132.42000000"
"2017-02-09 00:00:00","064768","01","821.36000000"
"2017-02-08 00:00:00","001690","01","132.04000000"
"2017-02-08 00:00:00","064768","01","819.71000000"
"2017-02-07 00:00:00","001690","01","131.53000000"
"2017-02-07 00:00:00","064768","01","812.50000000"
"2017-02-06 00:00:00","064768","01","807.64000000"
"2017-02-06 00:00:00","001690","01","130.29000000"
"2017-02-03 00:00:00","001690","01","129.08000000"
"2017-02-03 00:00:00","064768","01","810.20000000"
"2017-02-02 00:00:00","064768","01","839.95000000"
"2017-02-02 00:00:00","001690","01","128.53000000"
"2017-02-01 00:00:00","064768","01","832.35000000"
"2017-02-01 00:00:00","001690","01","128.75000000"
"2017-01-31 00:00:00","064768","01","823.48000000"
"2017-01-31 00:00:00","001690","01","121.35000000"
"2017-01-30 00:00:00","001690","01","121.63000000"
"2017-01-30 00:00:00","064768","01","830.38000000"
"2017-01-27 00:00:00","064768","01","835.77000000"
"2017-01-27 00:00:00","001690","01","121.95000000"
"2017-01-26 00:00:00","001690","01","121.94000000"
"2017-01-26 00:00:00","064768","01","839.15000000"
"2017-01-25 00:00:00","001690","01","121.88000000"
"2017-01-25 00:00:00","064768","01","836.52000000"
"2017-01-24 00:00:00","001690","01","119.97000000"
"2017-01-24 00:00:00","064768","01","822.44000000"
"2017-01-23 00:00:00","001690","01","120.08000000"
"2017-01-23 00:00:00","064768","01","817.88000000"
"2017-01-20 00:00:00","064768","01","808.33000000"
"2017-01-20 00:00:00","001690","01","120.00000000"
"2017-01-19 00:00:00","001690","01","119.78000000"
"2017-01-19 00:00:00","064768","01","809.04000000"
"2017-01-18 00:00:00","001690","01","119.99000000"
